Crop,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulphur,Zinc,Iron,Copper,Manganese,Boron
Cotton,5.85,0.99,0.53,472,40,516,55,0.49,3.17,1.34,7.95,0.48
Rice,5.89,0.47,0.41,430,38,244,58,0.67,8.92,1.45,6.38,1.09
Banana,7.87,1.44,0.31,158,19,253,39,0.65,2.68,0.53,5.95,0.72
Maize,7.63,0.38,0.56,154,35,437,13,1.28,5.33,1.64,3.24,0.47
Rice,6.34,1.34,1.18,570,13,237,12,1.84,5.31,0.49,3.75,1.37
Bajra,8.31,0.12,0.24,597,42,141,34,0.27,6.61,0.71,3.43,1.43
Sugarcane,7.59,0.32,0.61,577,17,372,31,1.26,6.97,1.38,3.7,1.0
Gram,5.88,1.25,0.98,596,36,492,15,1.74,8.42,0.65,4.02,0.85
Cotton,6.88,1.3,0.66,586,35,235,53,0.31,9.79,1.3,2.36,0.91
Gram,6.49,0.86,0.3,406,35,261,23,0.99,8.49,1.68,4.13,0.52
Onion,5.9,1.47,0.79,633,38,249,23,0.45,6.56,0.74,3.41,0.14
Groundnut,7.5,0.45,0.38,173,38,499,24,0.99,3.44,1.55,2.79,0.52
Gram,6.38,1.18,0.96,212,33,140,32,0.54,4.5,0.65,1.47,0.55
Wheat,7.3,0.59,0.45,276,12,192,60,0.63,3.1,0.47,2.82,1.01
Grapes,8.03,0.13,0.27,413,20,527,32,1.5,4.41,1.21,6.17,0.21
Wheat,6.38,1.31,0.51,383,18,109,46,0.53,7.32,0.35,7.29,0.92
Jowar,6.15,1.08,0.23,336,40,106,26,0.98,3.82,0.92,5.57,0.68
Cotton,6.86,1.13,0.75,449,21,360,5,0.35,2.72,0.83,1.05,0.44
Jowar,7.16,0.76,0.37,290,13,208,59,0.93,7.31,0.38,3.95,1.32
Bajra,8.41,0.91,1.19,158,39,337,43,0.69,5.84,0.72,7.46,0.31
Bajra,5.72,1.48,0.87,516,37,572,49,1.73,2.82,1.47,4.88,1.01
Tur,7.92,0.23,0.99,521,15,211,27,1.44,5.1,0.49,6.34,0.86
Cotton,5.84,0.44,1.09,234,5,501,21,0.72,8.57,0.18,1.72,1.09
Gram,6.72,0.76,1.13,523,6,334,6,1.64,6.21,1.99,4.73,1.26
Wheat,5.91,0.4,1.1,197,42,418,49,0.94,8.81,1.47,1.79,0.49
Banana,7.35,0.27,0.53,198,7,410,21,1.24,4.19,1.09,3.48,0.66
Maize,7.06,0.62,0.3,160,25,369,49,0.36,7.88,0.36,1.83,1.2
Cotton,7.85,0.66,0.42,648,40,172,9,0.52,8.14,1.63,3.56,1.2
Groundnut,6.54,1.24,0.67,397,41,264,42,1.02,8.26,1.51,4.56,1.31
Sugarcane,6.39,0.65,0.61,182,27,127,8,1.04,7.66,1.92,2.59,1.0
Wheat,6.98,0.63,0.5,518,21,271,5,1.51,2.7,1.64,4.42,1.25
Sugarcane,8.2,0.48,1.08,258,26,338,22,0.88,9.37,1.92,5.05,0.38
Bajra,5.82,1.02,0.88,266,9,402,53,1.0,2.96,0.64,4.67,0.18
Onion,6.41,0.62,0.45,402,7,112,5,0.74,7.36,0.17,1.29,0.84
Tomato,5.93,1.42,0.93,548,41,100,54,0.32,8.97,1.73,3.62,0.38
Onion,7.38,0.5,0.73,425,18,268,32,0.31,7.15,1.75,3.33,1.15
Groundnut,8.2,0.51,1.17,421,12,196,44,0.64,8.81,0.9,4.36,0.34
Bajra,6.02,0.34,0.31,286,22,449,22,1.67,8.92,1.34,7.01,0.5
Rice,6.14,1.01,0.62,331,9,460,28,1.43,3.53,0.51,2.75,0.41
Maize,7.06,0.45,1.17,250,36,233,30,1.18,3.04,0.4,7.51,0.66
Bajra,6.23,0.19,1.1,345,44,198,9,1.04,7.83,0.25,2.53,1.39
Rice,8.05,0.56,1.03,437,9,522,47,1.18,9.93,1.41,6.74,0.57
Rice,8.3,0.3,0.47,307,7,361,27,1.54,5.45,1.42,5.05,0.11
Tomato,7.89,1.07,0.81,254,6,460,25,1.84,9.51,1.62,5.69,1.11
Tomato,5.94,0.63,0.44,376,11,432,51,1.02,7.31,1.2,7.24,1.02
Cotton,5.66,0.13,1.02,624,42,249,45,1.83,8.34,1.82,4.97,0.35
Maize,6.12,1.16,0.56,281,34,416,39,0.53,9.51,1.97,5.36,0.75
Rice,5.72,1.48,0.66,474,34,280,13,1.92,5.7,1.71,1.47,0.69
Tomato,7.27,1.29,0.5,257,32,547,13,1.67,2.46,1.06,1.72,0.83
Gram,7.57,0.17,1.09,236,26,593,34,1.53,4.75,1.38,3.6,0.96
Banana,7.03,1.09,1.08,403,35,537,18,0.97,3.08,1.51,4.13,1.0
Groundnut,6.14,1.3,0.47,188,32,567,9,0.95,6.28,0.12,2.64,0.19
Tomato,5.59,0.83,0.91,482,37,537,20,1.66,7.01,1.85,1.63,0.76
Jowar,7.49,1.31,1.19,273,45,404,45,0.62,3.93,0.95,2.29,1.35
Maize,6.03,1.19,0.97,619,26,389,56,1.17,6.23,1.99,1.7,0.18
Onion,7.25,0.69,0.29,385,40,175,42,1.21,5.66,1.61,6.75,1.35
Maize,5.83,0.28,0.73,635,17,476,32,0.92,3.94,1.98,7.62,0.77
Tomato,7.35,0.23,0.45,309,27,106,47,1.24,8.52,1.63,1.08,0.88
Gram,5.52,0.38,0.91,544,39,443,52,0.61,6.5,1.84,5.42,0.44
Bajra,7.93,0.37,0.71,555,32,308,44,1.26,8.81,1.4,2.12,1.03
Jowar,7.39,1.35,1.1,583,42,206,43,1.21,3.84,1.97,6.22,0.48
Soybean,7.81,1.29,0.44,255,14,247,47,0.3,3.54,0.42,4.96,0.49
Cotton,6.73,0.44,1.08,173,45,256,22,0.82,4.04,1.63,5.13,1.01
Sugarcane,7.91,0.28,0.35,256,38,580,55,1.59,2.8,1.92,4.99,0.58
Wheat,7.2,0.29,1.03,162,6,205,26,1.27,6.92,1.02,3.32,0.17
Tomato,6.05,0.3,0.31,154,10,552,7,0.84,8.45,1.23,2.47,0.31
Sugarcane,6.17,0.7,0.66,220,20,158,43,0.81,5.74,1.65,4.34,0.91
Wheat,6.76,0.35,0.64,606,20,287,10,0.59,9.7,1.81,7.34,0.73
Tur,5.78,1.18,0.78,511,44,447,21,0.62,3.28,1.42,5.81,0.78
Rice,6.59,1.31,0.39,360,27,550,6,1.01,9.39,1.05,1.21,0.4
Bajra,7.71,0.28,1.16,393,17,418,36,0.75,4.45,1.04,3.62,0.11
Wheat,7.26,0.29,1.12,323,18,121,6,0.38,6.35,0.86,5.51,1.3
Banana,8.09,1.42,0.22,298,40,463,32,0.42,8.42,1.79,4.19,1.48
Banana,6.5,0.68,0.29,168,42,204,32,0.22,8.24,1.47,3.55,0.24
Sugarcane,6.41,0.6,0.35,440,22,320,6,1.04,7.66,1.51,7.75,0.68
Bajra,6.04,0.14,0.44,579,38,592,46,0.51,7.25,1.56,5.58,0.47
Gram,6.5,0.98,0.96,625,35,311,25,0.78,2.82,0.44,4.52,0.98
Tomato,6.78,0.88,0.36,613,39,346,55,1.42,6.63,1.84,6.84,1.31
Onion,7.06,1.3,0.82,569,32,372,45,0.42,4.48,0.63,6.42,0.29
Cotton,5.92,1.5,0.21,266,42,400,7,1.08,2.38,1.46,2.45,0.82
Tur,6.17,1.17,0.23,608,7,265,15,0.32,6.59,1.39,2.69,0.43
Banana,7.47,0.49,0.22,261,10,433,21,0.22,4.04,1.73,4.47,0.97
Cotton,8.23,0.53,0.55,281,39,103,43,0.78,3.39,0.77,6.44,0.2
Sugarcane,8.42,0.56,0.71,516,10,270,15,1.37,4.13,1.72,7.28,0.19
Wheat,6.5,0.26,0.28,388,26,532,37,1.93,3.24,0.61,2.02,0.66
Maize,8.36,0.16,1.18,437,27,238,58,0.28,4.62,1.15,7.16,0.2
Tomato,7.2,1.13,0.68,174,44,313,54,0.88,3.06,1.76,5.15,0.98
Rice,5.69,0.24,0.84,154,27,321,35,0.51,4.91,1.64,3.47,0.74
Cotton,5.57,1.37,0.6,623,9,419,38,1.51,9.33,1.55,2.38,1.29
Grapes,8.46,0.12,0.31,489,32,276,24,1.15,3.94,1.48,2.71,1.11
Rice,7.61,0.66,0.47,434,22,134,50,1.99,5.24,1.78,7.43,1.4
Tur,6.27,0.54,0.7,589,29,124,59,1.76,2.99,0.4,1.5,0.75
Bajra,7.83,0.96,0.83,612,11,288,56,0.73,6.6,1.95,3.86,1.15
Bajra,6.22,1.35,1.18,441,41,126,20,0.38,2.38,1.01,7.22,0.44
Maize,6.77,0.75,1.19,567,33,512,18,0.66,5.09,0.36,4.82,0.99
Maize,8.31,1.32,0.9,555,8,340,29,1.34,5.7,1.46,5.51,1.13
Banana,6.98,0.59,0.83,596,33,186,32,1.66,9.45,0.22,7.66,0.58
Bajra,8.32,0.41,0.42,457,36,343,24,0.32,2.71,0.84,6.33,1.25
Gram,7.26,0.2,0.79,185,38,385,16,0.91,3.6,1.1,3.65,0.18
Wheat,5.75,0.16,0.89,577,39,239,28,0.87,6.69,1.4,6.24,0.65
Banana,7.51,1.18,0.69,458,44,137,57,1.64,6.02,1.5,4.95,0.88
Soybean,7.82,0.85,1.08,565,9,202,57,1.89,7.81,0.27,5.15,1.1
Wheat,7.89,0.93,0.8,440,34,199,40,1.39,8.16,1.55,4.69,1.0
Grapes,6.34,0.53,0.29,525,8,340,27,1.89,6.62,1.7,2.12,1.03
Sugarcane,7.8,0.3,1.15,349,42,483,19,1.29,6.25,1.67,1.85,0.82
Soybean,8.14,1.2,0.3,386,43,153,23,0.79,5.43,0.51,7.02,0.81
Cotton,7.99,0.48,0.7,319,38,566,19,1.68,6.6,1.29,4.29,0.73
Tomato,7.85,0.43,1.01,550,41,143,26,1.44,2.71,0.3,3.4,0.96
Groundnut,7.02,1.36,0.38,518,45,304,14,1.12,3.02,1.52,6.35,0.31
Rice,7.98,1.34,0.35,224,12,565,36,0.87,7.09,0.14,5.78,1.17
Rice,6.09,0.14,0.56,429,30,265,44,1.65,3.97,1.18,7.61,0.56
Groundnut,6.66,0.28,0.72,544,7,103,6,1.59,7.28,1.59,2.78,1.06
Bajra,6.43,0.99,0.49,312,32,442,49,0.73,7.6,0.19,6.94,1.38
Bajra,7.84,0.53,1.07,271,32,443,56,1.56,3.42,1.99,4.27,0.48
Cotton,5.88,0.8,0.39,202,40,126,33,0.59,3.9,1.73,7.86,0.91
Soybean,5.62,1.32,0.48,288,24,422,57,1.3,4.81,0.92,5.14,0.65
Wheat,8.45,0.3,0.22,522,22,515,46,0.89,3.87,0.99,1.96,0.67
Sugarcane,5.6,1.2,0.25,336,12,568,35,1.88,5.71,1.75,5.03,1.47
Tomato,7.08,0.31,0.97,362,38,175,50,0.92,2.67,0.11,1.0,0.8
Tur,7.7,0.7,0.56,352,24,580,6,0.98,2.98,1.92,1.07,0.82
Cotton,7.74,1.46,0.8,486,31,510,53,1.57,7.31,0.31,1.03,0.95
Wheat,6.19,1.49,0.36,480,43,477,19,1.19,2.25,1.15,1.71,1.47
Cotton,8.14,1.13,1.12,261,23,295,33,1.89,4.41,0.71,4.98,0.94
Soybean,6.66,0.7,0.7,506,29,477,38,0.95,9.98,1.23,2.1,0.51
Grapes,6.22,0.12,1.17,293,42,420,18,0.2,5.84,1.04,5.18,0.24
Tomato,5.81,0.24,0.7,471,23,175,50,0.81,3.79,0.33,4.81,0.94
Sugarcane,7.72,0.16,1.19,360,33,237,15,1.39,8.0,1.56,4.69,0.23
Tur,5.96,0.39,0.84,648,16,537,54,1.6,9.98,1.91,6.0,0.34
Banana,7.16,0.71,0.53,258,41,474,52,1.15,3.01,0.36,1.19,1.46
Groundnut,7.57,0.98,1.07,178,24,537,46,0.85,5.24,1.68,4.53,1.17
Jowar,7.7,0.27,1.09,456,43,102,47,0.3,6.26,0.23,7.66,0.81
Wheat,7.26,1.05,0.45,313,42,297,14,1.09,9.04,1.63,7.1,0.3
Maize,7.34,0.98,0.89,343,14,145,30,0.63,4.29,1.12,4.87,1.37
Soybean,6.23,1.16,0.34,235,7,310,40,0.82,5.23,1.68,6.34,1.25
Grapes,6.39,0.43,0.73,388,10,231,42,1.51,4.7,0.31,3.27,0.79
Gram,6.8,0.89,0.59,646,36,543,57,1.86,6.7,1.37,1.54,0.84
Sugarcane,8.24,1.37,0.36,212,9,308,44,1.63,9.66,1.96,4.28,1.11
Cotton,6.56,1.31,0.62,626,15,497,18,1.72,2.42,1.45,1.06,0.2
Tur,6.04,0.54,0.75,291,44,392,35,1.44,5.11,1.22,7.16,0.7
Tur,7.46,0.99,0.43,375,7,134,21,1.72,4.55,1.66,3.76,0.93
Soybean,7.82,0.7,0.43,399,11,275,39,1.31,4.84,1.05,1.8,0.1
Grapes,7.8,1.49,0.93,193,9,488,35,1.5,6.61,0.7,7.89,0.66
Soybean,5.53,0.39,0.5,453,5,205,33,1.88,5.47,1.63,3.29,1.47
Soybean,8.21,0.47,1.0,389,24,449,7,0.5,9.05,0.44,2.4,0.87
Tur,7.19,0.25,1.16,304,22,337,11,1.92,5.83,0.91,4.35,1.02
Onion,6.3,0.73,0.83,193,36,595,45,1.43,4.1,0.47,7.73,1.29
Soybean,5.83,0.92,1.18,354,16,561,41,1.84,2.12,0.34,7.72,1.14
Rice,6.85,0.54,0.45,566,13,189,23,0.58,6.73,1.1,1.86,0.82
Bajra,5.64,1.23,0.24,223,33,215,22,1.57,4.67,1.08,7.87,0.77
Tomato,6.85,0.86,0.27,649,26,253,45,1.86,6.19,1.97,1.42,0.59
Banana,6.9,0.84,0.7,248,25,108,13,0.34,5.72,0.24,5.95,1.32
Onion,7.15,0.92,0.99,308,25,400,37,1.63,3.03,0.54,6.27,1.11
Maize,8.27,1.1,0.63,437,25,227,44,1.85,3.33,1.16,1.08,1.42
Maize,6.19,1.2,1.08,575,42,417,53,0.87,2.34,0.23,1.74,0.11
Wheat,6.53,0.81,0.57,597,20,291,60,0.81,6.29,0.72,5.57,0.91
Rice,5.97,1.36,0.63,183,28,494,48,1.5,8.78,1.97,4.65,0.95
Cotton,7.81,1.37,0.81,587,7,300,47,1.7,8.76,1.29,1.43,0.65
Cotton,7.71,0.36,0.57,256,19,201,49,0.82,2.58,0.14,4.61,0.45
Rice,5.67,0.26,0.26,640,28,117,22,1.77,7.03,0.2,3.27,0.98
Groundnut,6.41,1.39,0.6,263,40,197,21,1.15,6.94,0.32,1.3,0.97
Onion,6.98,0.16,0.85,201,13,232,26,0.51,6.23,0.49,6.96,0.94
Rice,6.48,1.18,0.25,296,40,477,44,1.08,2.53,0.29,4.93,1.46
Maize,8.48,1.11,0.58,156,41,578,33,1.52,9.58,1.36,2.98,0.55
Maize,6.25,0.16,1.16,173,5,214,26,1.35,5.38,0.86,1.97,0.67
Maize,6.71,0.79,0.44,456,13,143,7,1.83,5.49,0.78,5.93,0.39
Cotton,7.11,1.13,0.24,431,20,221,20,0.24,4.15,0.79,2.15,1.12
Bajra,6.71,0.77,0.59,429,27,360,16,1.95,9.91,0.64,6.71,0.82
Banana,7.12,1.27,0.84,290,17,119,33,0.74,6.5,0.99,6.48,0.67
Cotton,8.3,0.7,0.51,341,39,511,16,1.22,7.24,1.29,5.88,0.94
Tur,6.84,1.43,0.59,509,34,111,30,2.0,8.64,1.52,3.8,1.44
Onion,6.67,1.47,0.71,512,16,230,20,0.78,8.39,0.53,2.75,0.98
Onion,6.59,1.13,0.61,566,35,205,28,0.68,5.1,1.94,5.33,0.89
Banana,8.02,0.6,0.56,175,5,446,23,1.62,3.58,0.1,6.5,0.75
Rice,7.6,0.75,0.91,207,8,369,30,1.75,4.52,1.57,2.26,1.42
Banana,6.15,0.39,0.83,488,42,302,39,0.77,4.9,0.55,1.22,0.7
Maize,5.79,1.41,1.18,417,21,156,57,1.38,4.26,0.39,3.75,1.21
Tur,5.99,0.41,1.19,157,12,194,6,1.23,6.33,0.6,4.89,0.65
Grapes,8.09,1.14,1.11,528,7,294,33,1.03,2.16,0.81,5.56,0.76
Cotton,7.97,0.33,1.06,210,42,258,56,1.48,4.19,1.54,1.23,1.21
Soybean,8.46,0.68,0.82,231,27,397,52,0.49,4.73,1.03,5.88,1.01
Tur,8.44,1.43,0.6,506,10,275,58,1.7,9.04,0.55,4.79,1.18
Wheat,6.84,1.16,0.59,424,16,101,24,1.7,7.24,0.81,7.0,0.37
Tomato,6.84,0.85,1.17,613,9,322,12,1.48,9.53,0.52,5.18,0.37
Wheat,7.29,1.27,1.04,606,29,138,25,0.36,8.73,1.48,1.06,0.44
Rice,7.45,1.16,0.29,494,15,197,6,1.29,5.7,1.59,6.26,0.93
Gram,6.6,1.27,0.82,616,21,400,7,1.92,7.1,1.48,7.53,0.75
Sugarcane,5.64,0.59,1.19,567,34,280,58,1.3,3.47,1.34,3.06,0.73
Grapes,6.11,1.13,0.92,355,18,411,16,1.35,2.43,1.45,3.09,0.5
Sugarcane,8.1,0.43,0.49,200,31,500,11,1.74,5.14,1.94,2.04,0.24
Tur,5.76,0.12,0.89,405,16,116,14,1.97,5.03,0.88,6.03,1.29
Banana,7.17,1.12,0.63,577,22,231,37,1.13,8.51,1.83,4.86,1.02
Jowar,6.92,1.35,1.0,526,43,465,16,1.35,4.89,1.6,7.69,0.25
Cotton,7.0,0.89,0.89,328,44,553,7,1.12,2.97,0.18,3.53,0.17
Cotton,5.67,0.23,1.19,613,12,327,8,1.19,8.78,1.87,4.05,0.38
Cotton,5.74,0.97,0.56,495,40,219,29,1.82,3.86,0.71,3.18,1.17
Banana,7.35,0.1,1.11,327,12,566,56,1.24,5.16,1.08,6.26,1.31
Sugarcane,6.12,1.0,0.95,567,21,323,30,1.3,5.87,0.54,6.7,0.95
Cotton,7.86,1.46,0.57,566,32,221,57,1.18,3.94,0.3,2.07,0.47
Sugarcane,8.3,0.87,1.17,151,15,364,56,1.57,8.95,1.27,5.91,0.29
Bajra,6.12,0.72,0.87,493,35,303,41,1.78,7.02,1.16,3.44,0.36
Rice,7.85,1.42,1.19,365,15,457,48,0.56,2.72,0.76,7.22,0.46
Maize,6.28,1.46,0.92,528,22,409,25,1.87,2.11,1.7,7.72,0.44
Wheat,7.54,1.05,0.2,252,6,526,32,0.77,6.53,1.38,1.26,1.36
Soybean,6.15,1.25,0.83,181,31,289,60,1.77,6.83,1.99,1.62,0.76
Onion,7.14,0.55,0.92,439,32,132,46,1.81,2.55,1.34,1.68,1.09
Sugarcane,7.57,0.71,1.14,159,32,119,27,1.81,6.22,1.5,3.14,0.14
Maize,5.73,0.31,0.32,470,24,135,30,0.7,2.97,1.46,4.4,1.48
Bajra,7.64,0.37,0.35,632,18,250,38,1.81,7.06,1.08,7.7,0.92
Groundnut,7.91,0.8,0.66,210,22,252,51,1.51,4.85,1.68,3.84,0.75
Sugarcane,7.11,0.68,0.46,221,30,286,58,1.92,4.96,1.53,3.15,0.86
Tur,7.32,0.56,0.73,643,10,315,9,1.04,2.27,1.66,7.18,0.77
Sugarcane,6.34,0.9,0.45,580,15,204,59,0.26,3.61,0.13,1.37,1.49
Bajra,6.94,1.42,0.32,183,37,312,37,0.66,7.7,1.23,2.21,1.29
Soybean,8.19,0.14,0.81,243,28,321,19,1.37,4.78,1.77,3.8,0.48
Tomato,5.96,0.21,0.37,312,13,234,55,1.69,3.59,0.91,4.81,0.44
Rice,8.29,0.36,0.8,285,45,522,9,1.26,5.58,0.34,5.24,0.8
Cotton,6.59,1.24,1.06,169,25,188,8,1.09,3.58,0.31,3.78,0.45
Cotton,8.46,0.71,0.88,539,7,140,13,1.17,4.0,0.28,3.87,1.25
Grapes,7.95,1.12,0.92,312,17,391,50,1.0,6.07,1.84,3.93,1.39
Gram,6.3,0.34,0.87,165,42,100,27,1.1,8.05,0.97,6.1,1.24
Banana,6.98,0.85,0.68,617,36,241,30,1.47,3.48,0.88,5.54,1.04
Bajra,6.84,0.56,1.18,440,7,540,12,1.17,9.24,0.86,2.42,0.86
Cotton,6.39,0.12,0.77,469,37,393,5,1.37,2.32,1.32,1.04,1.09
Cotton,6.53,1.16,0.89,305,21,462,59,1.77,5.93,1.18,4.42,1.37
Bajra,7.22,0.92,0.27,465,28,203,36,1.42,3.32,1.36,7.47,0.95
Cotton,6.29,0.48,0.93,284,27,505,39,0.88,5.73,0.66,6.41,1.06
Bajra,7.69,1.15,0.9,392,28,256,53,1.67,2.98,0.2,4.58,1.37
Cotton,7.21,0.31,0.63,344,33,316,13,1.37,9.3,1.9,4.98,0.98
Tur,7.05,0.32,0.51,365,24,366,55,1.6,3.63,1.73,7.35,1.42
Wheat,6.59,0.14,1.0,315,32,170,47,0.48,9.19,0.67,4.86,0.38
Maize,8.12,0.83,0.45,445,33,304,22,0.68,7.34,1.25,5.13,0.89
Groundnut,7.87,0.91,0.48,161,33,134,37,1.31,4.15,1.72,2.67,1.12
Gram,5.85,0.55,0.36,395,23,321,7,1.39,9.79,1.96,7.79,0.76
Jowar,8.27,1.41,0.67,523,14,556,38,0.96,3.51,0.9,7.99,1.19
Banana,5.6,0.19,0.93,231,17,357,35,1.23,8.04,0.35,1.11,0.4
Gram,6.84,0.47,0.98,458,22,107,32,0.75,4.6,1.86,2.07,0.79
Rice,6.34,1.33,1.17,573,20,179,33,1.16,7.22,0.29,7.17,0.8
Cotton,6.87,1.06,0.71,375,5,195,55,1.73,4.22,0.47,5.6,1.22
Cotton,8.17,0.43,1.16,405,32,119,26,0.76,8.92,1.37,6.89,1.34
Rice,5.83,1.28,0.9,466,39,563,59,1.09,2.5,1.93,7.82,1.26
Onion,6.75,1.36,1.07,501,16,250,30,0.65,4.05,0.22,5.77,0.19
Bajra,6.57,1.47,0.59,464,31,328,55,0.71,6.01,1.97,6.63,0.72
Onion,7.21,0.51,0.6,354,37,409,28,0.82,3.55,1.81,3.9,1.15
Sugarcane,7.93,0.52,0.31,368,44,500,41,0.36,2.82,0.96,6.83,0.34
Bajra,5.84,0.39,0.94,593,39,152,37,0.59,4.73,1.55,6.17,0.87
Tur,6.84,0.42,0.59,507,9,475,19,1.59,8.77,1.06,4.48,0.17
Onion,6.43,1.14,1.04,445,33,304,10,1.33,4.72,0.3,4.28,0.43
Maize,6.32,0.77,1.0,164,19,554,31,1.52,5.18,1.98,7.52,1.42
Gram,7.25,0.44,1.1,576,41,442,41,0.7,6.13,1.93,7.38,0.76
Banana,7.3,0.74,0.27,550,26,285,58,0.29,3.24,1.84,6.79,0.74
Soybean,5.66,1.07,0.26,591,26,347,42,0.71,3.56,0.72,7.39,0.2
Tomato,5.97,0.91,0.77,419,21,446,18,1.58,7.15,1.7,6.84,0.65
Sugarcane,6.1,0.97,0.82,311,43,471,56,1.0,3.29,0.69,3.01,0.6
Cotton,6.29,0.32,1.19,193,20,370,30,0.65,2.93,0.51,7.92,0.14
Soybean,8.46,1.11,0.9,537,26,274,21,1.0,9.24,1.1,2.72,1.23
Onion,8.32,0.54,0.63,150,41,363,11,1.66,4.78,1.43,2.7,1.13
Soybean,6.78,0.42,0.75,152,22,356,12,0.28,3.35,1.13,3.33,1.44
Gram,7.19,1.2,0.62,379,37,107,43,1.88,5.36,0.87,5.63,1.02
Sugarcane,6.93,0.53,0.89,647,45,559,44,0.36,3.77,0.98,1.03,1.12
Maize,6.1,1.45,0.36,494,16,383,60,0.52,8.84,1.9,5.24,1.22
Gram,7.09,0.89,0.98,188,40,479,6,0.66,8.04,1.91,4.26,1.2
Bajra,7.15,1.01,0.27,359,42,513,20,1.9,3.18,1.04,2.02,1.0
Banana,5.65,0.8,0.33,348,43,454,53,1.36,3.38,1.16,3.66,0.19
Maize,5.92,1.12,0.35,633,19,489,40,0.73,4.95,0.39,3.85,0.23
Gram,5.68,0.76,1.09,626,40,104,33,1.37,6.74,1.09,2.44,1.34
Groundnut,8.29,0.84,1.15,569,13,410,24,1.55,8.78,1.26,3.26,0.75
Bajra,6.01,0.15,0.45,432,41,261,55,1.18,6.82,1.47,1.16,1.03
Tur,7.45,0.39,1.18,479,7,561,48,0.21,8.18,1.3,3.98,0.68
Bajra,7.35,0.13,0.99,158,22,174,44,1.11,7.28,1.13,3.85,1.25
Tur,7.01,0.31,0.29,430,32,313,46,1.5,2.48,1.37,6.38,0.38
Rice,8.01,0.37,0.51,405,39,150,19,1.57,2.27,1.63,7.6,0.43
Cotton,7.13,1.24,0.87,180,14,404,53,1.05,8.6,0.95,2.76,0.95
Gram,8.36,0.31,1.11,437,13,522,51,1.23,8.09,0.59,1.01,1.22
Tomato,8.42,0.36,1.18,444,18,358,26,1.36,5.74,0.45,2.48,0.26
Sugarcane,8.37,1.35,0.71,284,39,230,22,1.84,7.67,0.79,1.45,0.79
Rice,7.4,1.22,0.59,374,30,397,52,0.65,6.05,1.72,4.81,0.93
Bajra,6.69,0.62,0.61,443,39,268,37,0.21,4.01,0.15,3.39,0.52
Cotton,7.68,1.07,0.25,333,9,237,42,0.3,9.2,0.16,7.83,1.12
Onion,7.9,0.55,0.88,346,37,586,25,0.33,4.58,1.6,2.2,0.31
Maize,5.79,0.66,1.01,401,13,171,8,1.15,9.97,0.91,6.05,0.16
Wheat,7.23,1.33,0.89,495,8,338,50,1.73,2.14,1.44,6.14,0.43
Rice,5.89,1.37,0.66,600,27,348,31,0.28,9.05,1.4,2.6,0.34
Tomato,7.36,0.19,0.53,426,44,329,35,1.49,7.6,1.38,6.07,0.87
Onion,5.82,1.37,0.64,650,30,428,52,0.73,4.49,0.76,5.23,0.65
Grapes,6.91,0.82,0.61,259,31,548,55,1.21,2.17,0.44,6.82,1.07
Rice,8.24,1.48,0.26,600,16,435,14,1.85,7.49,0.91,4.36,0.1
Soybean,7.54,0.86,0.79,354,11,439,52,1.74,6.92,0.64,7.05,0.76
Rice,6.52,0.83,0.45,321,35,155,49,0.29,6.74,0.15,4.39,0.52
Wheat,7.99,0.39,1.11,423,45,319,38,1.67,5.3,0.23,7.41,1.14
Tomato,7.71,1.32,0.66,311,10,107,48,1.86,7.88,1.43,2.07,1.18
Cotton,7.53,0.9,0.27,439,7,159,42,0.59,8.56,1.86,6.5,1.36
Wheat,6.37,1.19,0.91,495,15,504,58,0.36,2.28,0.54,3.74,0.5
Bajra,6.01,0.91,0.98,565,24,298,10,1.94,6.17,1.13,4.74,1.14
Gram,6.54,0.73,0.6,441,33,526,56,0.39,8.66,1.79,6.67,1.06
Rice,5.9,1.4,1.17,165,13,105,19,1.29,2.74,1.76,4.51,0.69
Cotton,5.75,1.49,0.38,401,30,555,25,1.84,7.47,0.97,1.77,1.2
Groundnut,6.32,1.24,1.0,451,23,423,41,1.15,3.6,1.94,4.9,0.8
Wheat,6.89,0.67,0.24,613,36,468,11,1.52,4.32,0.1,5.34,0.34
Rice,7.21,0.32,0.89,634,23,315,13,1.33,5.0,1.01,1.38,1.23
Onion,8.36,0.14,0.26,375,35,197,57,0.68,4.27,0.8,2.65,1.33
Banana,7.15,0.55,0.73,367,44,277,40,0.44,7.9,0.33,1.25,0.29
Onion,6.73,1.08,0.38,279,32,180,51,2.0,9.26,0.53,4.57,0.6
Soybean,6.01,1.38,0.77,499,35,588,31,0.5,8.8,1.06,2.47,0.52
Bajra,5.84,0.24,0.68,439,31,485,7,0.56,7.69,1.42,2.89,1.04
Banana,7.47,1.08,1.13,399,15,410,7,1.67,3.52,1.47,5.52,0.19
Groundnut,7.86,0.96,1.15,248,9,244,41,0.42,2.79,0.69,5.89,0.95
Grapes,6.69,1.24,1.02,517,20,297,14,1.51,3.73,0.15,2.16,1.47
Jowar,7.91,1.28,0.34,242,33,329,20,0.6,9.35,1.45,7.92,0.38
Jowar,6.85,1.45,1.16,511,15,505,20,0.55,6.86,0.78,8.0,0.48
Sugarcane,7.38,0.51,0.93,193,11,245,18,1.41,7.82,0.51,1.22,0.86
Wheat,7.74,1.32,0.41,193,19,483,33,1.02,9.74,1.76,7.74,0.94
